"No.","Time","Source","Destination","Protocol","Length","Info"
"2213","3.361171","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2214","3.361354","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2215","3.361435","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2216","3.361506","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"2217","3.361575","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"2218","3.372024","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=350180 Ack=594293 Win=1025 Len=0"
"2219","3.372024","159.180.236.246","192.168.1.12","TLSv1.2","267","Application Data"
"2220","3.372024","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=350393 Ack=597141 Win=1025 Len=0"
"2221","3.372024","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=350393 Ack=598053 Win=1025 Len=0"
"2222","3.373394","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"2223","3.376196","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2224","3.376196","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2225","3.376241","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=598234 Ack=350537 Win=8211 Len=0"
"2226","3.379925","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2227","3.379925","159.180.236.246","192.168.1.12","TLSv1.2","313","Application Data"
"2228","3.379952","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=598234 Ack=352171 Win=8212 Len=0"
"2229","3.380167","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2230","3.389119","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=352171 Ack=598306 Win=1025 Len=0"
"2231","3.399672","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2232","3.399788","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2233","3.399842","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2234","3.399902","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"2235","3.400485","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"2236","3.408281","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=352171 Ack=601154 Win=1025 Len=0"
"2237","3.408281","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2238","3.408281","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=352243 Ack=603300 Win=1025 Len=0"
"2239","3.410664","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2240","3.410733","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=603505 Ack=352315 Win=8211 Len=0"
"2241","3.416780","159.180.236.246","192.168.1.12","TLSv1.2","507","Application Data"
"2242","3.419081","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"2243","3.419153","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2244","3.419153","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"2245","3.419250","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=603686 Ack=354406 Win=8212 Len=0"
"2246","3.419801","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2247","3.428440","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=354406 Ack=603758 Win=1025 Len=0"
"2248","3.450944","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2249","3.451018","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2250","3.451037","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2251","3.451054","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"2252","3.451162","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"2253","3.460082","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=354406 Ack=606606 Win=1025 Len=0"
"2254","3.460082","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=354406 Ack=608751 Win=1025 Len=0"
"2255","3.460082","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2256","3.460082","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2257","3.460139","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=608942 Ack=354550 Win=8211 Len=0"
"2258","3.468292","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2259","3.468292","159.180.236.246","192.168.1.12","TLSv1.2","348","Application Data"
"2260","3.468335","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=608942 Ack=356219 Win=8212 Len=0"
"2261","3.468464","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2262","3.471917","192.168.1.12","159.180.236.246","TLSv1.2","1160","Application Data"
"2263","3.476114","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2264","3.476229","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2265","3.476284","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2266","3.476342","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"2267","3.476400","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"2268","3.479945","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=356219 Ack=610120 Win=1025 Len=0"
"2269","3.482047","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"2270","3.485024","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=356306 Ack=612968 Win=1025 Len=0"
"2271","3.485024","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=356306 Ack=615114 Win=1025 Len=0"
"2272","3.485024","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2273","3.485024","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2274","3.485070","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=615319 Ack=356450 Win=8211 Len=0"
"2275","3.494229","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2276","3.494229","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"2277","3.494311","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=615319 Ack=358088 Win=8212 Len=0"
"2278","3.494760","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2279","3.509559","159.180.236.246","192.168.1.12","TLSv1.2","523","Application Data"
"2280","3.510803","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"2281","3.516867","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2282","3.517071","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2283","3.517160","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2284","3.517240","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"2285","3.517318","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"2286","3.521944","159.180.236.246","192.168.1.12","TLSv1.2","180","Application Data"
"2287","3.521944","159.180.236.246","192.168.1.12","TLSv1.2","135","Application Data"
"2288","3.522186","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=620756 Ack=358764 Win=8209 Len=0"
"2289","3.523399","192.168.1.12","159.180.236.246","TLSv1.2","149","Application Data"
"2290","3.526620","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=358764 Ack=618420 Win=1025 Len=0"
"2291","3.526620","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=358764 Ack=620565 Win=1025 Len=0"
"2292","3.526620","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2293","3.526620","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2294","3.526866","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=620851 Ack=358908 Win=8209 Len=0"
"2295","3.535956","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2296","3.535956","159.180.236.246","192.168.1.12","TLSv1.2","307","Application Data"
"2297","3.536220","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=620851 Ack=360536 Win=8212 Len=0"
"2298","3.537451","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2299","3.539063","192.168.1.12","159.180.236.246","TLSv1.2","143","Application Data"
"2300","3.544907","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2301","3.545357","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2302","3.545650","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2303","3.546002","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"2304","3.546133","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"2305","3.547630","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=360536 Ack=621012 Win=1025 Len=0"
"2306","3.554682","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=360536 Ack=623860 Win=1025 Len=0"
"2307","3.554682","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=360536 Ack=626006 Win=1025 Len=0"
"2308","3.554682","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2309","3.555003","192.168.1.12","159.180.236.246","TLSv1.2","146","Application Data"
"2310","3.571475","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2311","3.571475","159.180.236.246","192.168.1.12","TLSv1.2","318","Application Data"
"2312","3.571475","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2313","3.571567","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=626303 Ack=362319 Win=8212 Len=0"
"2314","3.571834","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2315","3.573676","159.180.236.246","192.168.1.12","TLSv1.2","140","Application Data"
"2316","3.575580","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"2317","3.575580","159.180.236.246","192.168.1.12","TLSv1.2","135","Application Data"
"2318","3.575676","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=626375 Ack=362570 Win=8211 Len=0"
"2319","3.576358","192.168.1.12","159.180.236.246","TLSv1.2","147","Application Data"
"2320","3.608290","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2321","3.608671","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2322","3.608811","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2323","3.608932","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"2324","3.611485","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"2325","3.633951","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2326","3.649006","192.168.1.12","159.180.236.246","TLSv1.2","127","Application Data"
"2327","3.698520","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=362570 Ack=626468 Win=1025 Len=0"
"2328","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","507","Application Data"
"2329","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1360","Application Data"
"2330","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2331","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2332","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2333","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2334","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2335","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2336","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2337","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2338","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2339","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2340","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","900","Application Data"
"2341","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","205","Application Data"
"2342","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","1360","Application Data"
"2343","3.698520","159.180.236.246","192.168.1.12","TLSv1.2","539","Application Data"
"2344","3.701077","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=633149 Ack=380217 Win=8212 Len=0"
"2345","3.703395","192.168.1.12","159.180.236.246","TLSv1.2","150","Application Data"
"2346","3.703736","192.168.1.12","159.180.236.246","TLSv1.2","146","Application Data"
"2347","3.703874","192.168.1.12","159.180.236.246","TLSv1.2","148","Application Data"
"2348","3.705061","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=380217 Ack=629316 Win=1025 Len=0"
"2349","3.705061","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=380217 Ack=631461 Win=1025 Len=0"
"2350","3.705061","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=380217 Ack=633076 Win=1025 Len=0"
"2351","3.705061","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"2352","3.705061","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2353","3.705061","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2354","3.705061","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"2355","3.705217","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2356","3.705461","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=633503 Ack=380373 Win=8211 Len=0"
"2357","3.705541","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=633503 Ack=380529 Win=8211 Len=0"
"2358","3.709300","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"2359","3.712546","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=380529 Ack=633431 Win=1025 Len=0"
"2360","3.712546","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2361","3.712546","159.180.236.246","192.168.1.12","TLSv1.2","372","Application Data"
"2362","3.712867","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=633684 Ack=382222 Win=8212 Len=0"
"2363","3.713758","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2364","3.714265","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"2365","3.721989","159.180.236.246","192.168.1.12","TLSv1.2","140","Application Data"
"2366","3.723184","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=382308 Ack=633937 Win=1025 Len=0"
"2367","3.725762","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2368","3.726008","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=633937 Ack=382380 Win=8211 Len=0"
"2369","3.738991","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2370","3.739081","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2371","3.739104","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2372","3.739124","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"2373","3.739144","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"2374","3.748535","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=382380 Ack=636785 Win=1025 Len=0"
"2375","3.748535","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=382380 Ack=638931 Win=1025 Len=0"
"2376","3.748535","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2377","3.748535","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2378","3.748611","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=639136 Ack=382524 Win=8211 Len=0"
"2379","3.757542","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2380","3.757542","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"2381","3.757601","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=639136 Ack=384162 Win=8212 Len=0"
"2382","3.757857","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2383","3.767181","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2384","3.767402","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2385","3.767539","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2386","3.767685","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"2387","3.767743","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"2388","3.770579","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"2389","3.770668","192.168.1.12","159.180.236.246","TLSv1.2","192","Application Data"
"2390","3.771321","192.168.1.12","159.180.236.246","TLSv1.2","1360","Application Data"
"2391","3.771370","192.168.1.12","159.180.236.246","TLSv1.2","221","Application Data"
"2392","3.776599","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=384162 Ack=640632 Win=1025 Len=0"
"2393","3.776599","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=384162 Ack=643480 Win=1025 Len=0"
"2394","3.776599","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=384162 Ack=644392 Win=1025 Len=0"
"2395","3.776599","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2396","3.776599","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2397","3.776676","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=647313 Ack=384306 Win=8211 Len=0"
"2398","3.777126","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"2399","3.779218","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=384306 Ack=645840 Win=1025 Len=0"
"2400","3.779218","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=384306 Ack=647313 Win=1025 Len=0"
"2401","3.785203","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2402","3.785203","159.180.236.246","192.168.1.12","TLSv1.2","253","Application Data"
"2403","3.785203","159.180.236.246","192.168.1.12","TLSv1.2","217","Application Data"
"2404","3.785276","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=648623 Ack=386043 Win=8212 Len=0"
"2405","3.785475","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2406","3.790959","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2407","3.791070","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2408","3.791105","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2409","3.791168","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"2410","3.791221","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"2411","3.813685","192.168.1.12","159.180.236.246","TLSv1.2","1339","Application Data"
"2412","3.815611","192.168.1.12","159.180.236.246","TLSv1.2","1322","Application Data"
"2413","3.833745","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2414","3.833857","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2415","3.849313","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"2416","3.880494","192.168.1.12","159.180.236.246","TLSv1.2","1322","Application Data"
"2417","3.880648","192.168.1.12","159.180.236.246","TLSv1.2","1339","Application Data"
"2418","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","571","Application Data"
"2419","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1128","Application Data"
"2420","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1300","Application Data"
"2421","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1128","Application Data"
"2422","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2423","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1300","Application Data"
"2424","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2425","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2426","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2427","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","915","Application Data"
"2428","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1128","Application Data"
"2429","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","277","Application Data"
"2430","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1300","Application Data"
"2431","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1128","Application Data"
"2432","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1128","Application Data"
"2433","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1300","Application Data"
"2434","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","235","Application Data"
"2435","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1128","Application Data"
"2436","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2437","3.902489","159.180.236.246","192.168.1.12","TLSv1.2","1300","Application Data"
"2438","3.903130","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=661806 Ack=407049 Win=8212 Len=0"
"2439","3.903798","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2440","3.903856","192.168.1.12","159.180.236.246","TLSv1.2","153","Application Data"
"2441","3.904050","192.168.1.12","159.180.236.246","TLSv1.2","336","Application Data"
"2442","3.904105","192.168.1.12","159.180.236.246","TLSv1.2","192","Application Data"
"2443","3.904127","192.168.1.12","159.180.236.246","TLSv1.2","145","Application Data"
"2444","3.904220","192.168.1.12","159.180.236.246","TLSv1.2","271","Application Data"
"2445","3.909098","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=407049 Ack=651543 Win=1025 Len=0"
"2446","3.909098","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2447","3.911671","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=407121 Ack=653689 Win=1025 Len=0"
"2448","3.911671","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=407121 Ack=655179 Win=1025 Len=0"
"2449","3.911671","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=407121 Ack=657871 Win=1025 Len=0"
"2450","3.911671","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=407121 Ack=660521 Win=1025 Len=0"
"2451","3.911671","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=407121 Ack=661977 Win=1025 Len=0"
"2452","3.911671","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=407121 Ack=662488 Win=1025 Len=0"
"2453","3.911671","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"2454","3.911671","159.180.236.246","192.168.1.12","TLSv1.2","1364","Application Data"
"2455","3.911671","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"2456","3.911671","159.180.236.246","192.168.1.12","TLSv1.2","235","Application Data"
"2457","3.911671","159.180.236.246","192.168.1.12","TLSv1.2","1344","Application Data"
"2458","3.911671","159.180.236.246","192.168.1.12","TLSv1.2","173","Application Data"
"2459","3.911838","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=662705 Ack=410177 Win=8212 Len=0"
"2460","3.912370","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"2461","3.912446","192.168.1.12","159.180.236.246","TLSv1.2","149","Application Data"
"2462","3.912950","192.168.1.12","159.180.236.246","TLSv1.2","271","Application Data"
"2463","3.913064","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"2464","3.913064","159.180.236.246","192.168.1.12","TLSv1.2","139","Application Data"
"2465","3.913064","159.180.236.246","192.168.1.12","TLSv1.2","139","Application Data"
"2466","3.913064","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"2467","3.913064","159.180.236.246","192.168.1.12","TLSv1.2","139","Application Data"
"2468","3.913133","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=664327 Ack=410606 Win=8210 Len=0"
"2469","3.913621","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"2470","3.913688","192.168.1.12","159.180.236.246","TLSv1.2","201","Application Data"
"2471","3.918628","159.180.236.246","192.168.1.12","TLSv1.2","824","Application Data"
"2472","3.918628","159.180.236.246","192.168.1.12","TLSv1.2","135","Application Data"
"2473","3.918628","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"2474","3.918628","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"2475","3.918699","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=665784 Ack=413095 Win=8212 Len=0"
"2476","3.919024","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"2477","3.919207","192.168.1.12","159.180.236.246","TLSv1.2","149","Application Data"
"2478","3.921066","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=413095 Ack=664327 Win=1025 Len=0"
"2479","3.921066","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=413095 Ack=665784 Win=1025 Len=0"
"2480","3.921066","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"2481","3.921364","192.168.1.12","159.180.236.246","TLSv1.2","493","Application Data"
"2482","3.923267","159.180.236.246","192.168.1.12","TLSv1.2","1060","Application Data"
"2483","3.923267","159.180.236.246","192.168.1.12","TLSv1.2","235","Application Data"
"2484","3.923267","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"2485","3.923267","159.180.236.246","192.168.1.12","TLSv1.2","145","Application Data"
"2486","3.923323","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=666390 Ack=414547 Win=8206 Len=0"
"2487","3.923629","192.168.1.12","159.180.236.246","TLSv1.2","145","Application Data"
"2488","3.923681","192.168.1.12","159.180.236.246","TLSv1.2","143","Application Data"
"2489","3.926377","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2490","3.926427","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2491","3.926451","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2492","3.926493","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"2493","3.926528","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"2494","3.941963","192.168.1.12","159.180.236.246","TLSv1.2","146","Application Data"
"2495","3.957423","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"2496","3.958467","192.168.1.12","159.180.236.246","TLSv1.2","146","Application Data"
"2497","3.958937","192.168.1.12","159.180.236.246","TLSv1.2","146","Application Data"
"2498","3.978090","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=414547 Ack=665951 Win=1025 Len=0"
"2499","3.978090","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"2500","3.978090","159.180.236.246","192.168.1.12","TLSv1.2","491","Application Data"
"2501","3.978090","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=415071 Ack=666570 Win=1025 Len=0"
"2502","3.978090","159.180.236.246","192.168.1.12","TLSv1.2","436","Application Data"
